Date,Close,High,Low,Open,Volume
,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS
2024-12-12,4390.3046875,4419.918441323063,4361.774586688044,4365.765624909234,1914642
2024-12-13,4408.97900390625,4429.6742722634,4330.632630839897,4370.594497266055,1967048
2024-12-16,4351.13134765625,4410.063399035425,4333.195254873467,4394.295574591947,1646224
2024-12-17,4265.689453125,4368.623979293737,4255.341817856936,4346.0068125866355,3225027
2024-12-18,4284.7587890625,4298.703363293438,4227.354050201463,4249.133455090055,1575404
2024-12-19,4209.91064453125,4300.674283743088,4200.154399017653,4219.864180336366,3015763
2024-12-20,4109.78466796875,4318.412885998388,4092.2431558896187,4266.181967934054,4116989
2024-12-23,4097.958984375,4155.807384938678,4055.1888552154614,4139.1031528173025,2195338
2024-12-24,4118.8515625,4156.792891643738,4097.959001765894,4097.959001765894,1181886
2024-12-26,4108.6025390625,4139.004972823218,4083.028905459881,4118.851529054263,1208464
2024-12-27,4104.4140625,4120.2805320435555,4087.0693594187683,4102.59081156437,858100
2024-12-30,4098.45166015625,4138.363966598421,4052.330965190293,4090.765038060532,1527169
2024-12-31,4035.380859375,4079.875837090253,3973.5414176669124,4074.997473513026,1555429
2025-01-01,4052.774658203125,4074.0117548678522,4026.1662131104285,4034.9862920363385,763161
2025-01-02,4115.15625,4122.301046219242,4037.499898743688,4060.2152307968627,1720835
2025-01-03,4040.406494140625,4119.295181980029,4032.9169216558203,4119.295181980029,1791953
2025-01-06,4035.57763671875,4089.434516754721,4007.3925538104386,4045.9252716846954,2085593
2025-01-07,3969.845703125,4080.269802492842,3953.3387610597765,4055.2384761375806,2669054
2025-01-08,4048.783447265625,4066.128152200564,3959.4489538302996,3976.349996178194,2181277
2025-01-09,3980.242919921875,4077.7076998881107,3966.889493919747,4041.490973896717,2392472
2025-01-10,4203.75146484375,4234.646644233189,4109.4895290789855,4139.054201950057,7894300
2025-01-13,4228.83203125,4260.219952785728,4166.056188178543,4183.400891174992,4003771
2025-01-14,4171.62451171875,4251.301403019245,4157.827664089084,4239.5741787732,3441709
2025-01-15,4187.9345703125,4194.685266878148,4146.396301039106,4156.793018552642,1653474
2025-01-16,4145.26220703125,4231.689785201745,4131.022179634115,4198.183159049705,2637705
2025-01-17,4074.13818359375,4109.996975792013,4050.1831231881365,4109.305296575243,1761466
2025-01-20,4028.2041015625,4095.3768153243486,4018.62212534306,4095.3768153243486,1287799
2025-01-21,3986.764404296875,4061.000302162467,3980.9854579700177,4045.491300349546,1971591
2025-01-22,4106.0458984375,4112.516041833744,3995.0128065804856,4000.74231294192,2409223
2025-01-23,4095.031494140625,4140.373142651605,4089.6967853278056,4117.307038660843,1822998
2025-01-24,4101.84716796875,4127.185103550523,4054.085128044842,4054.085128044842,1910099
2025-01-27,4015.707763671875,4105.7987421505895,3991.901023160227,4052.109674254546,1551782
2025-01-28,3991.16015625,4052.1096856868503,3979.306105487386,4021.2892019383103,2468272
2025-01-29,4049.936279296875,4057.888661146309,4004.693511497203,4004.693511497203,1217089
2025-01-30,4050.18310546875,4079.6701524518658,4009.1386486944825,4050.035026306533,1531251
2025-01-31,4062.383056640625,4078.2381387724013,4035.563363544183,4060.0123429818477,1492943
2025-02-01,4023.610595703125,4085.5974046676292,4006.6692774506637,4062.9760202550738,437172
2025-02-03,4019.1650390625,4027.413578843086,3950.0658526045604,3981.8741725917307,1265713
2025-02-04,4057.097900390625,4068.7546725517195,4016.5968031738958,4034.0320389626604,2547132
2025-02-05,4041.34228515625,4099.525820208286,4026.4258417274636,4099.525820208286,1693912
2025-02-06,4033.09375,4089.1535308615516,4002.2732667297546,4055.468173998699,2284536
2025-02-07,3980.392333984375,4040.255383072488,3959.2527079106435,4040.255383072488,1548940
2025-02-10,3987.850830078125,4002.7178337412574,3965.5258456983292,3990.8637829009576,1339511
2025-02-11,3915.34375,3990.863885944065,3906.8976903239545,3969.5264974120864,1810908
2025-02-12,3902.1064453125,3972.83571115218,3892.228069702002,3922.801835153518,1678002
2025-02-13,3862.593017578125,3935.989398017966,3854.789197163407,3919.739518058658,2277310
2025-02-14,3886.99267578125,3899.982643080853,3852.5664407333657,3877.2623794560154,1681975
2025-02-17,3857.011474609375,3886.152680525876,3809.2988756711575,3809.595275152018,1799806
2025-02-18,3826.09228515625,3876.669518619195,3817.498146852113,3850.9857427573356,2149879
2025-02-19,3738.076171875,3827.82106864859,3722.319970005145,3825.1045153843083,4366672
2025-02-20,3733.43310546875,3741.928604788681,3705.675015273267,3715.7509099558138,2888572
2025-02-21,3739.953125,3770.5760903658215,3729.0869114830957,3730.173629303301,1833931
2025-02-24,3630.89599609375,3717.430425557689,3625.364009039234,3697.624233350342,2508516
2025-02-25,3585.40576171875,3613.5096912637337,3577.2066619706934,3580.911052714881,4101954
2025-02-27,3568.612548828125,3593.752965954935,3556.9065775254853,3567.772790451682,3823856
2025-02-28,3440.88525390625,3556.215291484246,3414.954517405844,3541.348287656423,7085018
2025-03-03,3450.56591796875,3480.398563015721,3433.871319078812,3442.6137776512555,4990439
2025-03-04,3489.091796875,3507.811270911589,3422.1658003657744,3431.747776723982,2797737
2025-03-05,3503.9091796875,3556.5609685813047,3478.0278844831014,3478.0278844831014,2501894
2025-03-06,3557.7958984375,3565.5502786807147,3493.0925374232374,3513.7382462249243,2786513
2025-03-07,3567.27880859375,3580.9110146215976,3530.926339576579,3556.2150765897245,2051315
2025-03-10,3545.990966796875,3578.0464882486435,3539.0269050026495,3562.6361259918417,1004626
2025-03-11,3531.815673828125,3545.1020407658093,3494.623445019518,3514.7260358188087,1995450
2025-03-12,3463.555908203125,3525.8391128612507,3444.4413966520915,3521.640803348143,3174167
2025-03-13,3468.346923828125,3481.435770783201,3441.724751274507,3459.703345650245,1693004
2025-03-17,3455.1591796875,3487.5108578515615,3435.0568312409873,3446.565041661376,2690906
2025-03-18,3455.1591796875,3455.1591796875,3455.1591796875,3455.1591796875,0
2025-03-19,3454.56689453125,3503.8598932625678,3420.634577218764,3503.8598932625678,3051244
2025-03-20,3519.813232421875,3535.4211137803227,3469.285438744659,3469.285438744659,2845192
2025-03-21,3534.58154296875,3572.267448060842,3422.857022476548,3432.735397721791,4161925
2025-03-24,3584.81298828125,3605.360057323045,3523.2214624383355,3556.215139766549,1834751
2025-03-25,3613.262939453125,3664.877453453925,3593.753147079617,3600.6680101993416,3135390
2025-03-26,3591.579833984375,3635.736124498959,3581.7508985374016,3603.3844445431537,1734499
2025-03-27,3606.79248046875,3618.449012006768,3566.5875396807087,3570.884729570523,2528474
2025-03-28,3562.290283203125,3616.4238291582196,3548.2135981206075,3606.5948937734543,2051919
2025-04-01,3507.613525390625,3540.4096829245336,3482.1272690594255,3529.2470706788267,2618493
2025-04-02,3500.8466796875,3520.751750127819,3487.1158348283598,3500.8961197970325,1764313
2025-04-03,3361.75927734375,3459.407116080848,3354.8444144618065,3448.5409029806515,4537821
2025-04-04,3259.27099609375,3358.301706837936,3255.418526258992,3321.702519893932,5317367
2025-04-07,3234.2294921875,3251.368328518194,3018.8809120553065,3062.296322980731,6623955
2025-04-08,3252.899658203125,3308.2680019006634,3215.70767038631,3261.889076504213,5557558
2025-04-09,3207.11328125,3230.2285819736,3172.9834478453536,3220.893565957195,2990265
2025-04-11,3192.197021484375,3258.8266155521846,3167.0071641277755,3249.5410391127716,7108961
2025-04-15,3208.69384765625,3274.08864453866,3199.2107519795586,3274.08864453866,3512160
2025-04-16,3233.982666015625,3238.230415776077,3189.727494903794,3208.6939279027843,2384391
2025-04-17,3258.777099609375,3263.420128892314,3178.861140676779,3206.026672488032,2932346
2025-04-21,3281.201416015625,3313.207257273907,3244.1575066096107,3250.084532114573,2432946
2025-04-22,3274.088623046875,3293.3514549412,3254.9246713743637,3282.18908375484,2710498
2025-04-23,3371.48974609375,3379.2935667052634,3296.7104876244343,3324.0735410505326,3543923
2025-04-24,3360.228271484375,3370.9956041985065,3346.4971849798935,3359.734352714529,2252175
2025-04-25,3406.06396484375,3435.5015728669696,3363.5869490408845,3378.404512693047,2742991
2025-04-28,3401.61865234375,3415.7447777461534,3363.586906121815,3393.222033047998,1593296
2025-04-29,3430.265869140625,3452.492213865078,3388.6778120988047,3412.9787121327167,1578332
2025-04-30,3411.694580078125,3467.2110034862103,3325.061273098265,3429.772055911222,2809332
2025-05-02,3389.2705078125,3449.034677361511,3378.4042951672254,3429.7718458539784,1721761
2025-05-05,3412.287109375,3461.87650342117,3404.4830484567965,3408.0393599095555,1284443
2025-05-06,3417.91796875,3430.759857071893,3395.1977047958817,3417.91796875,1324763
2025-05-07,3403.19921875,3417.4239829127787,3378.997198925932,3378.997198925932,1477128
2025-05-08,3406.952880859375,3434.7112128994936,3386.998610284149,3406.063923519544,2543591
2025-05-09,3398.457763671875,3404.2859090779284,3356.7710649388723,3357.6600223156292,2531757
2025-05-12,3576.366943359375,3586.344199009816,3459.604594038759,3462.370587392757,2228678
2025-05-13,3472.2490234375,3578.935479918652,3467.803754417452,3576.3670057941126,3062887
2025-05-14,3505.5390625,3517.689512589028,3465.9269214811093,3478.1760106222882,2119499
2025-05-15,3536.359619140625,3556.21525075921,3471.360099994329,3520.653098251618,3548330
2025-05-16,3517.98583984375,3550.1891985825587,3502.970757638989,3550.1891985825587,1666727
2025-05-19,3476.0029296875,3506.8234139931265,3461.086485739748,3506.8234139931265,2537377
2025-05-20,3455.752197265625,3514.726051583229,3451.5044475075333,3488.8447556489973,2038374
2025-05-21,3482.917724609375,3493.9814570703943,3455.752191652226,3465.334167770128,1440153
2025-05-22,3434.711181640625,3455.2582510362627,3409.323804689904,3452.492257645667,2034383
2025-05-23,3471.853759765625,3492.005548214681,3423.4497224636393,3434.7109734490655,1274331
2025-05-26,3494.27783203125,3501.884132971573,3467.4086987656956,3478.176031648211,967470
2025-05-27,3456.147216796875,3496.944956186642,3440.7370955910233,3489.042255720683,2467680
2025-05-28,3455.1591796875,3486.0785417090847,3450.5163916661472,3477.1880041983504,1222933
2025-05-29,3455.5546875,3489.536203315723,3444.0956752612224,3462.0742707354857,3188072
2025-05-30,3421.2763671875,3464.049779998847,3411.10183367777,3447.5529416641066,3404365
2025-06-02,3407.842041015625,3417.91793582919,3377.0215575741954,3408.039560292111,1877585
2025-06-03,3363.784423828125,3431.2537776661225,3359.1416355127826,3404.0882446631517,2848125
2025-06-04,3369.465087890625,3383.3182215676084,3358.6020509863906,3377.5377895527827,2544807
2025-06-05,3359.6982421875,3397.4699581243544,3352.3231247435624,3397.4699581243544,3584683
2025-06-06,3372.75390625,3379.4311968394054,3347.3401523789876,3359.6983590738273,2070390
2025-06-09,3410.326416015625,3422.3855889461993,3379.431263640164,3388.500583115049,1718678
2025-06-10,3451.187744140625,3474.0104381585516,3411.6220654345716,3428.365293437595,2419874
2025-06-11,3460.1572265625,3477.1994881899896,3437.4345354790357,3458.2637500771752,2847013
2025-06-12,3422.584716796875,3462.9477367145046,3411.6219212636915,3460.1571582794445,4060134
2025-06-13,3434.0458984375,3438.8297125316194,3381.723464034396,3381.723464034396,2178493
2025-06-16,3484.474853515625,3497.131850878911,3414.6118485958773,3428.365222862198,1934088
2025-06-17,3503.41064453125,3508.094699586469,3476.302688697425,3498.1285214626437,2111940
2025-06-18,3439.7265625,3526.033760927228,3431.4548294482115,3507.19778191584,2696327
2025-06-19,3412.41943359375,3439.3281148750093,3401.4566375162,3438.331497049777,2672768
2025-06-20,3424.07958984375,3434.6438354271677,3399.3634207293467,3413.415828473248,2351248
2025-06-23,3382.122314453125,3413.416016519491,3358.6020366921707,3403.4498383690693,3123421
2025-06-24,3378.932861328125,3430.4581957754644,3370.561369209563,3422.983562342859,3403048
2025-06-25,3433.14892578125,3438.331289496645,3388.5004012430704,3395.775759591069,1757699
2025-06-26,3430.1591796875,3439.7265645422617,3403.748808087712,3433.149033076155,2879106
2025-06-27,3429.461669921875,3454.675906058565,3419.395732636828,3443.3145602623845,1778433
2025-06-30,3450.290771484375,3453.180865734764,3418.399002366091,3428.2654211111044,1468351
2025-07-01,3418.10009765625,3473.213111911396,3401.9549375924103,3443.3145772321013,2375183
2025-07-02,3411.7216796875,3478.0962775498906,3408.4327923652227,3475.4054582188955,3090585
2025-07-03,3389.2978515625,3423.6811655474544,3386.1087232761492,3418.3990425621496,2531870
2025-07-04,3408.233642578125,3415.409242162467,3378.6341422209043,3396.473503732036,1109320
2025-07-07,3400.160888671875,3414.5123309346973,3396.8720012794643,3406.738663456697,1639174
2025-07-08,3394.679443359375,3413.415906340367,3381.922687075622,3393.483550682905,2325242
2025-07-09,3372.355224609375,3402.4530322953497,3355.611997580095,3398.4665612557537,2034938
2025-07-10,3370.561279296875,3387.5037812921582,3344.6492174217365,3368.5680437680185,3035012
2025-07-11,3254.95361328125,3323.7202389139525,3250.070283569519,3288.738858113972,7635550
2025-07-14,3211.800048828125,3260.933353706794,3189.1768740408747,3254.9536470679677,3924009
2025-07-15,3241.300048828125,3248.375889064686,3195.1565970327038,3195.1565970327038,2590889
2025-07-16,3233.10009765625,3244.89990234375,3220.60009765625,3227.0,2540733
2025-07-17,3209.199951171875,3242.0,3204.10009765625,3224.10009765625,2947640
2025-07-18,3189.89990234375,3228.800048828125,3187.0,3225.0,3432645
2025-07-21,3158.199951171875,3197.60009765625,3152.0,3190.0,3844346
2025-07-22,3159.60009765625,3180.10009765625,3154.60009765625,3159.60009765625,3198036
2025-07-23,3179.10009765625,3182.0,3157.60009765625,3159.60009765625,1922875
2025-07-24,3148.0,3173.699951171875,3140.0,3165.10009765625,2934778
2025-07-25,3135.800048828125,3156.89990234375,3125.60009765625,3140.0,2568917
2025-07-28,3079.300048828125,3118.0,3069.89990234375,3110.0,3374473
2025-07-29,3056.0,3074.0,3041.199951171875,3060.0,4785312
2025-07-30,3053.60009765625,3069.0,3047.199951171875,3060.0,2880121
2025-07-31,3036.800048828125,3059.800048828125,3015.0,3041.699951171875,2968371
2025-08-01,3003.0,3036.800048828125,3000.0,3029.89990234375,2053847
2025-08-04,3074.39990234375,3079.39990234375,2991.60009765625,3009.10009765625,2519252
2025-08-05,3063.89990234375,3077.5,3042.0,3074.39990234375,1927996
2025-08-06,3032.300048828125,3066.800048828125,3026.0,3063.0,1487081
2025-08-07,3047.0,3051.60009765625,3010.89990234375,3016.0,2543076
2025-08-08,3036.39990234375,3059.800048828125,3025.0,3048.10009765625,2762140
2025-08-11,3040.800048828125,3049.89990234375,3021.300048828125,3036.39990234375,1884215
2025-08-12,3035.39990234375,3096.39990234375,3026.89990234375,3041.0,3358232
2025-08-13,3036.199951171875,3044.39990234375,3028.60009765625,3036.10009765625,2148166
2025-08-14,3022.300048828125,3055.89990234375,3019.10009765625,3034.0,3342174
2025-08-18,3011.199951171875,3049.0,3003.39990234375,3046.5,2945609
2025-08-19,3016.199951171875,3025.0,3011.10009765625,3011.199951171875,2650784
2025-08-20,3098.60009765625,3103.39990234375,3010.89990234375,3010.89990234375,4952358
2025-08-21,3102.60009765625,3130.0,3083.10009765625,3130.0,3230726
2025-08-22,3054.0,3095.699951171875,3050.0,3086.0,1593791
2025-08-25,3140.60009765625,3152.0,3077.10009765625,3087.300048828125,3448370
2025-08-26,3157.199951171875,3162.0,3120.0,3129.0,5522097
2025-08-27,3157.199951171875,3157.199951171875,3157.199951171875,3157.199951171875,0
2025-08-28,3093.699951171875,3146.5,3086.5,3145.0,3116051
2025-08-29,3084.699951171875,3115.0,3077.199951171875,3093.0,2271789
2025-09-01,3112.60009765625,3131.10009765625,3090.0,3090.0,1246862
2025-09-02,3111.5,3155.0,3103.10009765625,3121.10009765625,2185229
2025-09-03,3097.5,3141.89990234375,3088.0,3129.89990234375,1799774
2025-09-04,3095.699951171875,3118.0,3090.800048828125,3116.0,1481391
2025-09-05,3048.300048828125,3103.39990234375,3028.60009765625,3097.10009765625,2802055
2025-09-08,3019.0,3064.89990234375,3016.0,3050.0,2626187
2025-09-09,3049.39990234375,3060.0,3030.800048828125,3032.10009765625,2489301
2025-09-10,3110.0,3122.699951171875,3053.39990234375,3056.39990234375,2079428
2025-09-11,3120.60009765625,3139.0,3110.10009765625,3139.0,1391222
