Date,Close,High,Low,Open,Volume
,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS
2022-03-21,1122.6966552734375,1130.249846191458,1109.7743416930666,1112.0493977484434,11999466
2022-03-22,1151.7037353515625,1153.4327442921551,1116.417558596963,1119.3750232146147,22557065
2022-03-23,1155.3665771484375,1167.0376894069477,1147.9954813767026,1147.9954813767026,15462187
2022-03-24,1173.3167724609375,1175.8194185614975,1142.0802732954487,1142.0802732954487,13168266
2022-03-25,1181.14306640625,1190.3115323247282,1172.5660212405173,1175.0686673806458,14222488
2022-03-28,1193.018798828125,1196.5678044575318,1176.8885634283017,1187.5813149251485,9891424
2022-03-29,1193.2918701171875,1200.321761515582,1186.3984604316122,1200.321761515582,8684065
2022-03-30,1216.2244873046875,1223.0724028520565,1190.8120505919683,1201.1863453712592,15811550
2022-03-31,1198.8428955078125,1214.7456618708436,1196.0446595036312,1212.584340487485,13223718
2022-04-01,1208.443603515625,1212.6752582349072,1193.0415116671982,1199.4116203413212,7922880
2022-04-04,1212.015625,1217.1572786813153,1201.9826544660282,1208.2617761125623,7929162
2022-04-05,1194.88427734375,1214.8366019261355,1192.4499926471442,1206.2823045318924,13149870
2022-04-06,1191.6993408203125,1198.72923220727,1177.1617516980632,1177.1617516980632,12257215
2022-04-07,1170.6776123046875,1185.7612463786218,1168.0157378896517,1180.8015690820077,15496499
2022-04-08,1190.15234375,1194.40674604813,1164.8308932448695,1164.8308932448695,15152495
2022-04-11,1187.672607421875,1200.5721761413577,1175.2962186354357,1183.031386405553,9254209
2022-04-12,1165.3084716796875,1184.2141946105721,1162.7375850997262,1177.1159431844708,13217742
2022-04-13,1161.0313720703125,1179.664132404293,1158.2330158892628,1171.4284128604863,10354235
2022-04-18,1157.4822998046875,1164.7397805103374,1147.4493300930017,1152.545489452205,9974224
2022-04-19,1201.595703125,1213.972089786732,1160.7584292751112,1163.920736701103,26141820
2022-04-20,1236.9273681640625,1244.0028730390352,1205.3722941596611,1209.0124078704498,25072240
2022-04-21,1265.888916015625,1269.0284764486553,1243.0927417436083,1251.692532864583,21708633
2022-04-22,1255.2872314453125,1274.9437261640837,1248.6440386176957,1255.3327253469529,15054154
2022-04-25,1226.257568359375,1255.1052787532617,1211.9929418363483,1247.8251704716654,17063215
2022-04-26,1262.9541015625,1271.7586153913803,1232.0360622414871,1233.0825422871724,12227666
2022-04-27,1264.1827392578125,1286.7740721528176,1253.5808548135026,1253.9449263825297,19338945
2022-04-28,1283.065673828125,1297.239310503393,1267.7089550364747,1278.5610555725848,25614076
2022-04-29,1269.5972900390625,1299.5825839676365,1263.7048672221586,1299.5825839676365,18214862
2022-05-02,1265.13818359375,1276.5362108883514,1254.9458650066724,1256.7432351242765,9467006
2022-05-04,1225.64306640625,1269.4835388914837,1217.7486714056079,1267.2084828840266,19247660
2022-05-05,1201.6412353515625,1242.18280014838,1197.591676403661,1239.2252151754037,17210669
2022-05-06,1192.42724609375,1209.8769247815503,1180.0963532492094,1188.582409796725,19649948
2022-05-09,1145.8568115234375,1181.711782557566,1140.715158224648,1171.6331985147315,18083752
2022-05-10,1125.9954833984375,1149.633416525882,1118.4195452683007,1135.2550569441219,19511677
2022-05-11,1114.4609375,1130.6821606199796,1102.0163098457965,1125.0854480941018,16643899
2022-05-12,1091.755859375,1107.8859741719987,1078.378486557952,1104.5416911448524,20490321
2022-05-13,1104.132080078125,1127.5196744148523,1099.0131741208802,1103.8591166926499,19308778
2022-05-16,1104.4052734375,1128.8848441001169,1099.6048242868326,1107.7040627563247,13437911
2022-05-17,1150.793701171875,1155.6851383517537,1106.5892723531913,1107.999824091496,16551828
2022-05-18,1154.979736328125,1169.3808421611643,1141.2839062872033,1155.5712773721964,17276788
2022-05-19,1128.361572265625,1143.2177387581737,1122.0824507846328,1130.2499303127915,14699118
2022-05-20,1194.15625,1203.2337272058603,1138.4400638194588,1143.2176453948912,21793091
2022-05-23,1186.1708984375,1207.3971730449673,1179.8461630484092,1197.364082975496,15252755
2022-05-24,1190.2432861328125,1200.3217504414995,1181.9848186867473,1186.2164738705715,13527818
2022-05-25,1188.4915771484375,1208.8306025401785,1183.7138745751004,1198.9568604081787,12714544
2022-05-26,1177.16162109375,1198.9111951609145,1159.3706180239299,1194.1334932703796,17882023
2022-05-27,1171.7015380859375,1185.3746228810087,1155.7761439362052,1179.8690179099194,16521973
2022-05-30,1212.5159912109375,1216.7020315446362,1180.392124401247,1189.8562993151577,13853398
2022-05-31,1197.887451171875,1218.8862574674567,1190.1750310186887,1201.8687694825662,70620653
2022-06-01,1198.274169921875,1208.1479107227306,1190.4024014083636,1198.638121118035,9776989
2022-06-02,1239.58935546875,1243.2977103658052,1198.501741229144,1198.501741229144,22126569
2022-06-03,1264.7059326171875,1281.9281427980586,1247.642951094485,1248.5530698496407,23939791
2022-06-06,1259.2684326171875,1280.4037178841604,1252.101940232276,1264.933385678996,11093152
2022-06-07,1261.6346435546875,1269.9840987331656,1252.2159612910536,1260.3378265980741,12358255
2022-06-08,1239.4754638671875,1265.388330609935,1235.9490850298985,1261.6344822845072,12479250
2022-06-09,1273.4649658203125,1275.3986973973456,1233.082627965682,1233.082627965682,17278305
2022-06-10,1235.016357421875,1269.4380277636071,1229.2149225576165,1261.2478021770742,18093057
2022-06-13,1211.6514892578125,1216.156107684235,1190.4479609930536,1205.7819334162448,17620803
2022-06-14,1195.8170166015625,1215.7238471836963,1189.151077141205,1205.804612494347,14714312
2022-06-15,1181.34765625,1200.0031636736535,1175.9330397958033,1191.0166743810375,11195535
2022-06-16,1164.830810546875,1209.8997420887063,1162.1006949883244,1193.4965424947006,17111475
2022-06-17,1178.4810791015625,1194.3382305909047,1163.0562400137392,1164.830742811065,24457187
2022-06-20,1157.118408203125,1190.8120593552974,1147.1308115234453,1185.3063342518615,12066797
2022-06-21,1175.796630859375,1180.0281654943678,1150.4069416324683,1164.830795221328,11720049
2022-06-22,1140.078125,1164.057262227865,1137.985044485591,1163.966274425617,10617206
2022-06-23,1121.581787109375,1148.905326422505,1112.5043100555831,1144.3779613702993,19446323
2022-06-24,1137.5528564453125,1142.5351607614082,1122.9696539988313,1128.429884986889,14240234
2022-06-27,1134.1856689453125,1157.9828298757552,1129.1350035879693,1157.9828298757552,15474529
2022-06-28,1150.1337890625,1152.9776391694047,1129.3853215361614,1129.3853215361614,13572847
2022-06-29,1173.999267578125,1181.6663139665932,1137.985067118919,1140.8061704616555,19205146
2022-06-30,1181.0521240234375,1190.2660842003577,1167.5610145751587,1173.931124222141,23112959
2022-07-01,1095.9874267578125,1179.3911062938287,1076.103462886294,1171.610445710058,81997149
2022-07-04,1098.2623291015625,1111.1391472548082,1076.6037450673573,1082.4506733389208,41857728
2022-07-05,1107.157958984375,1121.5590649917854,1099.8094906293034,1102.4941121326237,17647327
2022-07-06,1097.4207763671875,1111.1166075291421,1086.5687955560873,1101.1746251311279,23943726
2022-07-07,1086.6142578125,1107.1580039571165,1080.6535938667357,1103.813720771296,23301033
2022-07-08,1088.115966796875,1100.2192721805015,1084.0890337509463,1100.2192721805015,19010108
2022-07-11,1102.9036865234375,1105.1331283386687,1078.3785026593284,1081.336087585235,13847467
2022-07-12,1101.333740234375,1110.0927598985188,1093.8487904297283,1093.8487904297283,10778989
2022-07-13,1081.8138427734375,1107.4993634434227,1079.7436294761944,1104.4507905221294,14224132
2022-07-14,1090.73193359375,1107.4764556314449,1081.5407222618398,1086.5686402982146,16970315
2022-07-15,1092.847900390625,1098.8540583216684,1084.33921677306,1098.8540583216684,9603210
2022-07-18,1102.15283203125,1103.4040345430283,1088.525123257814,1101.584037969047,15160908
2022-07-19,1108.909912109375,1113.4145306244031,1092.1653876854057,1092.1653876854057,16439888
2022-07-20,1138.8951416015625,1156.8681226053911,1131.273708960185,1155.730654624441,23924246
2022-07-21,1131.2962646484375,1137.5300117770723,1122.651100250388,1134.7998965175696,16523230
2022-07-22,1138.9405517578125,1144.9467089844488,1135.254944336538,1137.5300002449842,10969995
2022-07-25,1101.3111572265625,1122.7195298133436,1093.3940142099802,1122.7195298133436,23110452
2022-07-26,1101.8116455078125,1112.003964591019,1097.193292295004,1101.629669898458,11303288
2022-07-27,1100.76513671875,1104.3141424256505,1092.938861823789,1101.1063409773997,8655086
2022-07-28,1118.010009765625,1122.9468197968529,1101.5840648849116,1108.409232735442,12496073
2022-07-29,1141.829833984375,1145.3107190485075,1121.149607208918,1126.0181765545474,15130683
2022-08-01,1171.587646484375,1177.4573222630406,1140.9880650198957,1146.2434528105707,15700044
2022-08-02,1176.0467529296875,1186.580275301345,1165.535977507085,1170.5184018297261,13917913
2022-08-03,1185.9205322265625,1187.5813002703721,1168.220637135406,1183.0311881851292,14250977
2022-08-04,1170.2454833984375,1191.1078085473182,1153.4555848310504,1187.5814291745087,14467127
2022-08-05,1153.00048828125,1173.3850064214535,1149.792686697798,1172.1110567812314,13942438
2022-08-08,1168.0841064453125,1175.546309977684,1151.6354129424305,1151.6354129424305,10165178
2022-08-10,1175.0687255859375,1178.4357560699364,1163.4886007618413,1172.5205854155333,10724688
2022-08-11,1178.981689453125,1187.5358669102814,1174.0220116644236,1184.4418001629217,8198226
2022-08-12,1198.046630859375,1201.845973401522,1174.9321182963517,1178.6176057306407,12650587
2022-08-16,1206.3734130859375,1209.1035287580976,1195.4531911057852,1204.052862906299,6607378
2022-08-17,1212.67529296875,1218.0216687174445,1208.3071564277768,1212.6070521185068,6595965
2022-08-18,1214.87451171875,1218.3894546289891,1205.24240897424,1214.2810405952932,7410035
2022-08-19,1193.213623046875,1215.0569809988342,1189.1507309375147,1209.7159828214287,9460724
2022-08-22,1189.904052734375,1201.1795211355932,1180.500282384016,1194.6517009933089,9471680
2022-08-23,1208.2552490234375,1211.1768414672938,1182.9424687305054,1184.1522321085429,9678484
2022-08-24,1205.0369873046875,1218.846089361482,1203.0284828486285,1205.1968562417935,10369622
2022-08-25,1201.5218505859375,1215.6046836675666,1197.2079256645413,1209.2366122809538,7871946
2022-08-26,1195.108154296875,1209.716117387308,1190.0867726380989,1201.9555917154182,10742038
2022-08-29,1185.8184814453125,1211.9985882371661,1176.8711343003506,1180.0437597555986,19838975
2022-08-30,1204.21533203125,1207.547826665914,1176.2092881324143,1193.2823008817281,23139054
2022-09-01,1168.81396484375,1189.150886984996,1164.385933490136,1178.9710757031155,19909939
2022-09-02,1155.1646728515625,1175.638520959865,1152.9734784565321,1168.8139049237643,12999345
2022-09-05,1173.1051025390625,1178.446101569222,1155.3929766209455,1155.3929766209455,11327815
2022-09-06,1185.4532470703125,1189.6302455363334,1174.1093147173583,1174.5658588505653,10899618
2022-09-07,1178.5601806640625,1184.563114237557,1173.1963605855797,1175.478839783805,7488501
2022-09-08,1180.226318359375,1185.978218827882,1173.6528558204227,1181.527366464761,7057077
2022-09-09,1172.8768310546875,1191.4561604892992,1170.4573041604863,1191.4561604892992,8314850
2022-09-12,1186.0010986328125,1192.369291715923,1173.4474025715353,1173.4474025715353,7435419
2022-09-13,1195.906982421875,1200.4491194045427,1187.3477160754526,1195.1081207827935,8888657
2022-09-14,1181.572998046875,1191.4561336808906,1174.451706778856,1175.4787801044877,8678219
2022-09-15,1169.8638916015625,1188.5116835520153,1167.1476896556205,1179.1307346574977,10365600
2022-09-16,1140.8763427734375,1165.4359048168926,1137.133067391258,1161.213264147553,20217708
2022-09-19,1142.35986328125,1151.6038847358493,1132.7277612467549,1140.8762459554318,7580254
2022-09-20,1142.54248046875,1158.4514907194557,1138.8220264150539,1151.4898271317024,8411448
2022-09-21,1145.6925048828125,1156.3060391967588,1138.9591731329301,1139.7580348153278,9207309
2022-09-22,1134.896240234375,1142.6110027498532,1128.5053470017444,1134.8505978968233,10308170
2022-09-23,1113.62353515625,1139.3927402184245,1112.0714541784876,1134.394179751921,9528051
2022-09-26,1085.252197265625,1103.7175409409906,1084.2479451217905,1092.8756748841324,12479523
2022-09-27,1093.8800048828125,1107.4607728213189,1077.3776445528867,1092.8528108642224,16154822
2022-09-28,1064.7554931640625,1085.5489575446488,1062.3132660155625,1077.491757249726,16997059
2022-09-29,1061.4915771484375,1080.7556609643932,1055.8766040342564,1077.3320028920632,14671827
2022-09-30,1085.434814453125,1096.5047707006538,1054.9636064469146,1054.9636064469146,18613024
2022-10-03,1081.6688232421875,1103.3294933419215,1078.7015883112226,1091.7117072217247,11852723
2022-10-04,1101.61767578125,1103.808870249341,1091.095426399377,1094.587668996287,8948850
2022-10-06,1105.680419921875,1118.4166846220046,1103.87730611944,1108.830344904405,13352162
2022-10-07,1110.359619140625,1115.6321543527151,1102.2795971833257,1102.2795971833257,7714340
2022-10-10,1098.2396240234375,1103.6262649687026,1090.1139598954956,1097.8743645838504,6329527
2022-10-11,1076.3734130859375,1101.9828714622417,1073.269250949044,1101.9828714622417,9215177
2022-10-12,1084.293701171875,1087.2381151547559,1069.6172735984808,1073.6801664299744,7417103
2022-10-13,1087.7401123046875,1092.8527780894253,1077.3776122421918,1082.5360411069073,7328492
2022-10-14,1082.216552734375,1103.0556611703817,1081.48615457156,1102.4393688537991,9106089
2022-10-17,1099.5863037109375,1101.982888862092,1069.845609321564,1075.0496814411536,16729355
2022-10-18,1118.9873046875,1124.3511243615108,1104.7902440911478,1105.634748048647,12415820
2022-10-19,1138.4569091796875,1153.9550179585947,1114.6277458530562,1120.4709308445554,19247142
2022-10-20,1141.5155029296875,1149.9150215278255,1134.3942113183082,1134.3942113183082,8717053
2022-10-21,1128.2769775390625,1148.9106943491454,1126.177188586748,1144.7565172867282,8243452
2022-10-24,1132.0430908203125,1142.382770547029,1120.836206695688,1122.9816380159375,3370033
2022-10-25,1114.5592041015625,1140.7849504711187,1112.9386597912353,1140.7849504711187,12233241
2022-10-27,1118.941650390625,1126.8391025996318,1110.5649536618178,1122.0686333408069,12513059
2022-10-28,1153.1790771484375,1157.2190279737692,1122.7306857391648,1125.2641978503823,17609592
2022-10-31,1163.8837890625,1169.065039404331,1155.9406944170403,1159.957944449031,12419943
2022-11-01,1154.8680419921875,1186.8912136799254,1144.8936213637878,1186.8912136799254,13963166
2022-11-02,1162.08056640625,1164.1576549471247,1148.0890168960855,1155.986348539346,8981896
2022-11-03,1166.4173583984375,1168.4259835133787,1152.676841200972,1154.8680356681098,6693449
2022-11-04,1183.58154296875,1186.8910951526373,1164.5684922927214,1165.8465983843867,12575815
2022-11-07,1189.904052734375,1191.5931814379082,1175.0223567357784,1182.7827614663586,11789748
2022-11-09,1188.7171630859375,1196.9112902936065,1182.3489707407007,1191.5931131291466,11254205
2022-11-10,1174.337646484375,1185.3163193750859,1170.0008998356418,1182.3262632089597,5966242
2022-11-11,1201.407958984375,1203.3251787933696,1181.4133535308406,1186.8912796597394,12310132
2022-11-14,1195.58740234375,1206.0640083384951,1189.2420312652064,1200.9284005914947,9043112
2022-11-15,1190.2237548828125,1198.9427700567662,1182.3263018305277,1197.0711926191022,7086433
2022-11-16,1183.3990478515625,1194.1723297469184,1178.3775455967132,1191.4561277313167,9716161
2022-11-17,1186.45751953125,1192.825591205946,1177.7612057960014,1180.020863607493,6661451
2022-11-18,1185.8184814453125,1190.9997319984882,1173.6985088451027,1189.9725379072304,5303197
2022-11-21,1164.4771728515625,1181.4131345958851,1160.9164671915146,1181.4131345958851,6390268
2022-11-22,1170.9366455078125,1172.5115476255721,1157.9037056180239,1161.783907991267,6611488
2022-11-23,1167.2845458984375,1176.8025419691705,1165.0933516897298,1175.4786728280303,6413408
2022-11-24,1177.3505859375,1184.152381470378,1163.2448083737015,1171.3704732897338,9389439
2022-11-25,1194.9256591796875,1198.2580330465703,1178.7199717595092,1181.8698970100845,7349922
2022-11-28,1235.987548828125,1242.1502306285356,1142.154626734269,1190.9541361505962,31527484
2022-11-29,1238.110107421875,1246.9889910362924,1229.8018737736188,1234.3440108402901,11058913
2022-11-30,1246.85205078125,1253.288707028199,1231.7192011093234,1238.247142030381,26164986
2022-12-01,1243.17724609375,1257.6481612150444,1239.8448724818554,1251.6224067137045,9485801
2022-12-02,1242.6522216796875,1254.4526976676975,1232.8147284105949,1246.235748845341,11589592
2022-12-05,1224.5294189453125,1240.1872774344642,1222.4980932976318,1238.0189040182454,14828536
2022-12-06,1228.067138671875,1231.1713003979203,1214.737403586102,1216.6091015367565,8594245
2022-12-07,1209.9443359375,1230.258436618436,1206.132596960368,1225.693478313524,8462111
2022-12-08,1209.37353515625,1216.5634100007333,1205.1966579940977,1214.2809311328976,7757008
2022-12-09,1191.04541015625,1214.2811038799705,1187.7357368415526,1207.8900896926802,12655763
2022-12-12,1192.8712158203125,1197.3905313761602,1180.0436672450348,1180.2719996623723,9479842
2022-12-13,1198.3037109375,1201.9555809304147,1189.9497141999723,1192.8713067918438,8333348
2022-12-14,1193.9669189453125,1204.6717371538757,1191.9126515922892,1204.0782660411908,7268947
2022-12-15,1177.008056640625,1193.7386297598832,1173.6528618480468,1188.0324923462415,8688551
2022-12-16,1171.187744140625,1195.4734533972091,1167.78690686101,1173.6529134607251,15837349
2022-12-19,1186.5716552734375,1188.7172073020977,1171.6898388274747,1178.2177795852808,7729933
2022-12-20,1196.843017578125,1198.7602374146065,1171.3704856304953,1179.541792973625,7467588
2022-12-21,1179.8155517578125,1201.9555872542346,1175.9809916475376,1196.477661489117,8527550
2022-12-22,1176.7569580078125,1189.013856887232,1171.7126347696108,1185.9781586267084,7451122
2022-12-23,1142.245849609375,1182.554553491853,1137.703712598857,1170.137785137051,10257115
2022-12-26,1152.22021484375,1160.414342154975,1137.7721216907048,1147.9748739735228,5990242
2022-12-27,1161.64697265625,1163.518549950611,1148.2031310835503,1154.9364624540497,5763271
2022-12-28,1161.5328369140625,1163.9750640999512,1151.0562304776126,1158.5884232916014,7459393
2022-12-29,1161.0078125,1163.5641454874342,1152.882148696241,1153.566904464591,6930648
2022-12-30,1162.7880859375,1176.3916749175478,1160.0035413220228,1161.829476176333,7289476
2023-01-02,1175.8896484375,1177.3048023328713,1163.244668797144,1164.066351583663,5316175
2023-01-03,1167.2845458984375,1174.5657054277967,1163.0620263922654,1170.9365362462836,7658932
2023-01-04,1149.7095947265625,1169.1107276232437,1147.6325061253483,1167.2618507099899,9264891
2023-01-05,1147.6553955078125,1157.858149023016,1143.0676158255733,1151.969321148222,13637099
2023-01-06,1158.086181640625,1163.1305046928026,1149.595379440652,1153.4071180013361,6349597
2023-01-09,1185.4302978515625,1187.8041821914996,1161.0306065888913,1161.9207528429104,10722753
2023-01-10,1167.90087890625,1189.6301316742909,1162.2403842296717,1189.6301316742909,8047142
2023-01-11,1153.1790771484375,1167.7184566325625,1150.873655990327,1165.2077656913489,11509553
2023-01-12,1128.2769775390625,1156.077627831873,1125.2641003718309,1152.5855061360771,17688773
2023-01-13,1126.451171875,1128.8705782042637,1111.3867843100481,1122.2513519945564,20618583
2023-01-16,1115.723388671875,1131.951774613395,1107.917221092014,1128.7791493112115,13623855
2023-01-17,1131.56396484375,1133.4811846812154,1118.690771838856,1122.0687880986452,10751000
2023-01-18,1129.692138671875,1137.178689301756,1123.1414974309203,1129.1444306357287,13448286
2023-01-19,1128.4825439453125,1132.6366004638107,1121.4524163802744,1128.8705038207283,11940054
2023-01-20,1115.0615234375,1129.8291140692525,1112.596474928504,1129.8291140692525,14930286
2023-01-23,1109.4237060546875,1125.811961602633,1107.004299933337,1117.960272105855,10954118
2023-01-24,1102.873046875,1115.51790607312,1089.8171651533376,1113.851719292168,16488755
2023-01-25,1087.6259765625,1102.302402806859,1086.461976225218,1101.2753294802073,12385018
2023-01-27,1066.992431640625,1089.817223588686,1055.260418546103,1088.4706538388855,25830975
2023-01-30,1077.218017578125,1082.764407064242,1050.3987961919847,1064.4132886312711,21772103
2023-01-31,1074.5244140625,1089.9540573273835,1068.6584086670991,1087.3747826880974,22691594
2023-02-01,1068.1563720703125,1086.4390237052419,1052.2245419941687,1086.4390237052419,19347800
2023-02-02,1062.2447509765625,1071.85391093282,1054.9635914721293,1058.1590377354637,13662663
2023-02-03,1063.1806640625,1072.3105805967245,1046.7467660021255,1072.3105805967245,24699575
2023-02-06,1055.169189453125,1059.528757546533,1052.5900349184292,1056.7897340697052,14837879
2023-02-07,1052.6356201171875,1062.4502927137798,1046.7467924098464,1055.4202857843334,15135435
2023-02-08,1073.6573486328125,1077.28651848918,1053.1378561171298,1055.876758827137,21160332
2023-02-09,1075.52880859375,1082.284961068636,1065.463103759131,1074.341987106508,13172763
2023-02-10,1066.6728515625,1075.0039060071294,1059.6655455942528,1075.0039060071294,10790445
2023-02-13,1060.6014404296875,1072.7670546240697,1056.127767130611,1068.293381324993,10352493
2023-02-14,1085.5947265625,1087.329376978281,1060.738487756277,1063.6144381671827,14321920
2023-02-15,1110.1768798828125,1112.5735854842064,1083.2664969637603,1084.6358877756606,33503591
2023-02-16,1109.3094482421875,1124.7162706791198,1107.0269694456317,1118.1655094417106,17264487
2023-02-17,1113.94287109375,1117.2753650050747,1100.4305676175113,1104.7216712307097,11809520
2023-02-20,1102.16552734375,1118.3026298698114,1100.2025445254703,1116.13425652598,8836937
2023-02-21,1111.1585693359375,1116.9559918914763,1101.2296696771075,1106.5479683974272,13311592
2023-02-22,1085.959716796875,1109.2866925279875,1084.2022454513722,1107.4379365148654,11024335
2023-02-23,1080.7557373046875,1093.1953270218976,1077.9483712962124,1085.5490279902117,9851910
2023-02-24,1088.1510009765625,1093.8344379808216,1080.9840672539892,1082.8100022510873,9434053
2023-02-27,1080.91552734375,1090.8672478016565,1073.543202799622,1087.3750050988056,11199715
2023-02-28,1060.2362060546875,1080.5274845520237,1056.1734344203933,1075.5516247048565,21994038
2023-03-01,1069.982421875,1070.712820002187,1060.5557097259696,1070.0280642112666,11551145
2023-03-02,1061.8338623046875,1073.5202315216086,1059.8024162422653,1066.8325430044117,9333535
2023-03-03,1088.9271240234375,1092.6019362119685,1068.9098180563456,1072.3791189632545,14643807
2023-03-06,1099.5633544921875,1106.8216933590497,1095.5918675399987,1095.5918675399987,10171916
2023-03-08,1103.5120849609375,1104.265304210858,1088.7443751303776,1099.5632986303585,15782657
2023-03-09,1076.9896240234375,1103.3066574341256,1075.095225544964,1102.8958764013148,16235128
2023-03-10,1060.3046875,1070.0280749321848,1056.8124450060086,1068.8868957671646,13334091
2023-03-13,1042.8665771484375,1070.0281154160118,1038.5298305140532,1063.1806779260546,12771592
2023-03-14,1038.9635009765625,1052.2018311560978,1035.8136967949142,1040.812257084253,16027522
2023-03-15,1021.205810546875,1049.1662111592916,1016.800600298463,1042.6840329673732,21728555
2023-03-16,1016.1157836914062,1028.9433330363881,1005.2968594074098,1023.921951504309,18363159
2023-03-17,1014.8377075195312,1028.007574780085,1010.0901194945558,1024.7208434439497,34014213
2023-03-20,1004.8632202148438,1013.4225471579439,995.1626537042278,1011.1400680229121,19524589
2023-03-21,1036.1102294921875,1038.0732119172073,1012.0528577510236,1012.9430039303461,21400360
2023-03-22,1039.26025390625,1046.0392280531037,1036.2473765076484,1043.0948141638403,10920094
2023-03-23,1026.1131591796875,1036.2016854580306,1023.9447859117854,1035.3343603002547,16249370
2023-03-24,1005.7989501953125,1027.117362031003,1003.3795441878093,1024.9489888672188,12375945
2023-03-27,1021.4338989257812,1028.9432703448797,1004.3838307288752,1012.2812223607901,14054323
2023-03-28,1026.2044677734375,1030.0846702786253,1021.1829653124684,1024.8349561252708,12576424
2023-03-29,1020.1329956054688,1024.743595933455,1009.3596536883372,1022.0958575091914,18804065
2023-03-31,1064.116455078125,1069.7770709600845,1029.2629756900762,1029.3999027039445,28171201
2023-04-03,1064.299072265625,1072.3106311531849,1056.7896998650788,1070.4846960590223,10293043
2023-04-05,1061.74267578125,1071.8540232011114,1053.8453439607506,1071.8540232011114,16262928
2023-04-06,1068.8638916015625,1074.592970502133,1058.2275373074351,1058.2275373074351,18435046
2023-04-10,1061.2861328125,1072.9496819536614,1059.779694186431,1072.7671126043012,12961408
2023-04-11,1066.535888671875,1068.6586196822263,1060.9210357303307,1065.4631729553812,10542367
2023-04-12,1071.23779296875,1080.8925957399235,1063.6599579243734,1066.5357872569193,18179087
2023-04-13,1075.27783203125,1079.9797173840186,1069.1151503508545,1074.1365320735108,12378208
2023-04-17,1080.73291015625,1106.9814803229494,1072.333391852291,1106.9814803229494,17929479
2023-04-18,1068.3619384765625,1085.0925121063174,1061.8111761257844,1085.0925121063174,10405576
2023-04-19,1073.6800537109375,1076.3733137885806,1064.64142217666,1067.768405195298,12273475
2023-04-20,1070.9637451171875,1076.875393044396,1064.5956738732273,1074.638556551585,7007330
2023-04-21,1072.310546875,1077.7884724738815,1066.5586465106753,1073.0637661728558,7647317
2023-04-24,1076.4190673828125,1086.8727319946267,1071.8539885727766,1084.1794719407253,12936186
2023-04-25,1084.6588134765625,1086.7359021827194,1072.995384428631,1080.0710338352167,9236126
2023-04-26,1078.290771484375,1089.2467445727555,1074.6159592843226,1086.005534613959,8617834
2023-04-27,1085.1153564453125,1088.2879820525134,1079.158065119624,1084.1795677314856,9167125
2023-04-28,1104.9500732421875,1106.5022750107378,1087.2608896802224,1087.374995527852,15565210
2023-05-02,1114.3311767578125,1116.4995501680314,1108.4195276994035,1112.1171610071847,12981805
2023-05-03,1104.7674560546875,1116.1342091904096,1101.549188303151,1116.1342091904096,7061872
2023-05-04,1117.503662109375,1119.717677582049,1102.2567073883076,1105.2467632974385,8635233
2023-05-05,1114.650634765625,1123.5979821409157,1112.0258380416835,1114.3083172243437,8746585
2023-05-08,1128.4139404296875,1133.7777597410543,1115.7461404298203,1118.4165791288924,9153782
2023-05-09,1131.90625,1135.2159233997013,1124.4653410768628,1129.8291612797643,6464721
2023-05-10,1139.6895751953125,1141.173192717246,1132.659447469911,1136.6766978121202,10872255
2023-05-11,1132.2486572265625,1145.578272899187,1130.536707274967,1140.7622816578707,10557860
2023-05-12,1134.097412109375,1135.4897449397138,1121.3839680276494,1127.4553650769165,6955341
2023-05-15,1136.334228515625,1143.318592964205,1128.9846046154787,1136.6310244600713,6833343
2023-05-16,1120.1513671875,1141.058816015231,1118.4850597805391,1138.5024831085086,8717229
2023-05-17,1113.5322265625,1125.2641183192468,1108.830341392445,1124.3511508366894,8798967
2023-05-18,1111.1356201171875,1121.6122266625744,1107.9856952056505,1118.2112689036005,10525531
2023-05-19,1114.7418212890625,1116.5678769225615,1104.1967514891073,1111.1355938507186,8050447
2023-05-22,1120.6990966796875,1125.720598669704,1110.3595382742935,1111.5691808774143,7434906
2023-05-23,1120.49365234375,1126.6335119735163,1119.0784985578177,1123.2783175836105,6092034
2023-05-24,1113.9659423828125,1124.8078096781505,1110.8617801773491,1116.5452176617491,8112254
2023-05-25,1113.8289794921875,1117.9603357408223,1102.9187697829475,1111.0672556833676,11487863
2023-05-26,1144.2088623046875,1145.3500415058625,1118.7591533794464,1122.0687058844728,12626260
2023-05-29,1150.645263671875,1154.9363674405995,1144.5282250956022,1150.8278330032474,10010304
2023-05-30,1150.3486328125,1158.451475420254,1147.7921790871794,1150.645307987406,11342504
2023-05-31,1127.5009765625,1145.7381091276332,1123.4382047768395,1141.2416143873527,27107927
2023-06-01,1124.46533203125,1134.34858906371,1122.068746948841,1132.1802156805027,14592692
2023-06-02,1120.7904052734375,1133.412563645759,1118.8731857024297,1128.003101699598,15800644
2023-06-05,1130.856201171875,1133.8234358683376,1122.2739934203582,1126.2684221252366,10908682
2023-06-06,1131.81494140625,1135.626680467698,1123.8947880782737,1133.6866395560062,7493309
2023-06-07,1140.3970947265625,1141.241598708449,1128.7335456658939,1135.3071289198083,10312545
2023-06-08,1141.0816650390625,1148.9334747780272,1137.1329993758209,1143.9804362633743,12071109
2023-06-09,1133.001953125,1145.1447480583759,1131.1987183736474,1144.437171009834,5877018
